DIALOG,GT,PRED
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  put pepper shakers in the cabinet <<TURN>>  first shaker in the microwave <<TURN>>  are you there? <<TURN>>  yes <<TURN>>  follow my diections <<TURN>>  place shaker in the cabinet next to the microwave <<TURN>>  pepper [/INST]","['Open Microwave', 'Pickup PepperShaker', 'Close Microwave', 'Open Cabinet', 'Place Cabinet']","['ToggleOff Microwave', 'Open Microwave', 'Pickup PepperShaker', 'Close Microwave', 'Open Cabinet', 'Open Cabinet', 'Place Cabinet', 'Pickup PepperShaker', 'Place Cabinet', 'Pickup PepperShaker', 'Place Cabinet', 'Pickup PepperShaker', 'Place Cabinet', 'Pickup PepperShaker', 'Place CounterTop', 'Pickup PepperShaker', 'Place CounterTop', 'Pickup SaltShaker', 'Place']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  Today we need to slice a potato <<TURN>>  what shall i do today <<TURN>>  The potato is to the left of the sink <<TURN>>  The knife appears to be on the chair in front of you <<TURN>>  On the other side of the counter [/INST]","['Pickup Potato', 'Place Plate', 'Pickup Potato', 'Place CounterTop', 'Pickup Knife', 'Slice Potato', 'Place CounterTop']","['Pickup Knife', 'Slice Potato', 'Place CounterTop', 'Pickup PotatoSliced', 'Place CounterTop', 'Pickup PotatoSliced', 'Place CounterTop', 'Pickup PotatoSliced', 'Place CounterTop', 'Pickup PotatoSliced', 'Place CounterTop', 'Open Microwave', 'Pickup Bowl', 'Place CounterTop', 'Pickup PotatoSliced', 'Place CounterTop', 'Pickup PotatoSlic']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  hi <<TURN>>  what can I do? <<TURN>>  Hello!  There are three remotes and each says they need to be put on a single coffee table. I'll see where the first remote is for you. <<TURN>>  in front of the tv <<TURN>>  done <<TURN>>  You'll apparently have to look around for the others because when I try to search, it only shows the one you've already picked up <<TURN>>  there's one on a chair [/INST]","['Pickup RemoteControl', 'Place CoffeeTable', 'Pickup RemoteControl']","['Pickup RemoteControl', 'Place CoffeeTable', 'Pickup RemoteControl', 'Place CoffeeTable', 'Pickup RemoteControl', 'Place CoffeeTable', 'Pickup RemoteControl', 'Place CoffeeTable', 'Pickup RemoteControl', 'Place CoffeeTable', 'Pickup RemoteControl', 'Place CoffeeTable', 'Pickup RemoteControl', 'Place CoffeeTable', 'Pickup RemoteControl', 'Place CoffeeTable', 'Pickup Remote']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  we need to prepare cofee first please <<TURN>>  in a mug <<TURN>>  What should I do today? <<TURN>>  ok <<TURN>>  by the stove <<TURN>>  there is one <<TURN>>  it may be dirty though <<TURN>>  please wash if necessary <<TURN>>  the coffee maker <<TURN>>  is on the table <<TURN>>  ok. Coffee has been made <<TURN>>  thanks <<TURN>>  please get the lettuce and potato <<TURN>>  from the fridge <<TURN>>  we need those <<TURN>>  the lettuce can go to the table <<TURN>>  the potato can go to the stove <<TURN>>  place the potato in the pan please <<TURN>>  and then turn on the burner <<TURN>>  now take the cooked potato to the table pelase <<TURN>>  now please get the tomato by the fridge <<TURN>>  on the left <<TURN>>  and take it to the table <<TURN>>  please slice all [/INST]","['Pickup Mug', 'ToggleOff Faucet', 'Place CounterTop', 'Pickup Potato', 'Place CounterTop', 'Pickup Knife', 'Place CounterTop', 'Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'ToggleOff CoffeeMachine', 'ToggleOn CoffeeMachine', 'Open Fridge', 'Pickup Lettuce', 'Close Fridge', 'Place DiningTable', 'Pickup Potato', 'Place Pan', 'ToggleOff StoveKnob', 'ToggleOn StoveKnob', 'Pickup Potato', 'Place DiningTable', 'Pickup Tomato', 'Place DiningTable', 'Pickup Knife', 'Slice Tomato', 'Slice Potato', 'Slice Lettuce']","['Pickup Mug', 'Place CounterTop', 'ToggleOff Faucet', 'Pickup Spoon', 'Place CounterTop', 'Pickup Egg', 'Place CounterTop', 'Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'ToggleOn CoffeeMachine', 'Open Fridge', 'Pickup Lettuce', 'Close Fridge', 'Place DiningTable']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  hi, what can i do for you? <<TURN>>  I need coffee prepared in a clean mug please <<TURN>>  sure <<TURN>>  where can i find a mug? <<TURN>>  to the right of microwave <<TURN>>  thanks [/INST]","['Pickup Mug', 'Place CoffeeMachine', 'ToggleOn CoffeeMachine']","['Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'ToggleOn CoffeeMachine', 'ToggleOff CoffeeMachine', 'Pickup Mug', 'Place DiningTable', 'Pickup Mug', 'Place DiningTable', 'Pickup Mug', 'Place CoffeeMachine', 'ToggleOn CoffeeMachine', 'ToggleOff CoffeeMachine', 'Pick']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  slice lettuce <<TURN>>  where is it? <<TURN>>  in the fridge <<TURN>>  done <<TURN>>  make 2 slices of tomatoes <<TURN>>  done <<TURN>>  slice a potatoes <<TURN>>  poatoe <<TURN>>  done <<TURN>>  cook 1 slice of poatatoe <<TURN>>  potatoe <<TURN>>  in the microwave' <<TURN>>  done [/INST]","['Open Fridge', 'Pickup Knife', 'Slice Lettuce', 'Slice Tomato', 'Slice Potato', 'Place CounterTop', 'Pickup PotatoSliced', 'Open Microwave', 'Place Microwave', 'Close Microwave', 'ToggleOn Microwave', 'ToggleOff Microwave', 'Open Microwave', 'Pickup Plate']","['Open Fridge', 'Pickup Lettuce', 'Close Fridge', 'Place CounterTop', 'Pickup ButterKnife', 'Slice Lettuce', 'Place CounterTop', 'Pickup Tomato', 'Place CounterTop', 'Pickup ButterKnife', 'Slice Tomato', 'Slice Potato', 'Place CounterTop', 'Pickup PotatoSliced', 'Open Microwave', 'Place Microwave', 'Close Microwave', 'ToggleOn Microwave']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  what can i do for you <<TURN>>  slice of tomato please <<TURN>>  knife is on the round table [/INST]","['ToggleOff Faucet', 'Pickup Tomato']","['Pickup Tomato', 'Place CounterTop', 'Pickup Knife', 'Slice Tomato', 'Place CounterTop', 'Pickup Knife', 'Place CounterTop', 'ToggleOff Faucet', 'Pickup Knife', 'Slice Bread', 'Place CounterTop', 'Pickup Bread', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster', 'ToggleOn Toaster', 'ToggleOff Toaster', 'Pickup BreadSliced', 'Place']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  hi <<TURN>>  Hello <<TURN>>  today lets make a slice of toast <<TURN>>  how may i be of service <<TURN>>  bread is next to toaster <<TURN>>  knife <<TURN>>  you can find the knife in the fridge <<TURN>>  grab a plate from the fridge and place the toast <<TURN>>  okay [/INST]","['Open Fridge', 'Pickup Knife', 'Slice Bread', 'Place Pan', 'Pickup BreadSliced', 'Place Toaster', 'Pickup BreadSliced', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster', 'Pickup BreadSliced', 'Place CounterTop', 'Pickup Plate', 'Place CounterTop', 'Pickup Egg', 'Place CounterTop', 'Pickup BreadSliced', 'Place Plate', 'Pickup BreadSliced', 'Place Plate']","['Open Fridge', 'Pickup Knife', 'Close Fridge', 'Slice Bread', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster', 'Pickup BreadSliced', 'Place CounterTop', 'Pickup Plate', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster', 'Pickup BreadSliced', 'Place CounterTop', 'Pickup BreadSliced', 'Place Plate', 'Pickup Plate']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  How can I help? <<TURN>>  Let's make coffee <<TURN>>  Sure <<TURN>>  Mug seems to be in the right cabinet next to the fridge <<TURN>>  Rinse it with water and make coffee [/INST]","['Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'ToggleOn CoffeeMachine']","['Open Cabinet', 'Open Cabinet', 'Pickup Mug', 'Place CounterTop', 'ToggleOff Faucet', 'Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'ToggleOn CoffeeMachine', 'ToggleOff CoffeeMachine', 'Pickup Mug', 'Place CounterTop', 'Pickup Mug', 'Place CoffeeMachine', 'Toggle']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  slice lettuce <<TURN>>  where is it? <<TURN>>  in the fridge <<TURN>>  done <<TURN>>  make 2 slices of tomatoes <<TURN>>  done <<TURN>>  slice a potatoes <<TURN>>  poatoe <<TURN>>  done <<TURN>>  cook 1 slice of poatatoe <<TURN>>  potatoe <<TURN>>  in the microwave' <<TURN>>  done <<TURN>>  put everything on a clean plate <<TURN>>  great work..keep going [/INST]","['Open Fridge', 'Pickup Knife', 'Slice Lettuce', 'Slice Tomato', 'Slice Potato', 'Place CounterTop', 'Pickup PotatoSliced', 'Open Microwave', 'Place Microwave', 'Close Microwave', 'ToggleOn Microwave', 'ToggleOff Microwave', 'Open Microwave', 'Pickup Plate', 'Place Sink', 'Pickup PotatoSliced', 'Place Plate', 'Pickup Plate', 'Place CounterTop', 'Pickup LettuceSliced', 'Place Plate', 'Pickup TomatoSliced', 'Place CounterTop', 'Pickup TomatoSliced', 'Place DiningTable', 'Pickup TomatoSliced']","['Open Fridge', 'Pickup Lettuce', 'Close Fridge', 'Place CounterTop', 'Pickup Knife', 'Slice Lettuce', 'Slice Tomato', 'Slice Egg', 'Place CounterTop', 'Pickup Knife', 'Place CounterTop', 'Pickup Potato', 'Place CounterTop', 'Pickup Knife', 'Slice Potato', 'Place CounterTop', 'Pickup Apple', 'Place CounterTop', 'Pickup Spoon', 'Place CounterTop', 'Pick']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  what are we doing today <<TURN>>  We need to make 2 slices of lettuce <<TURN>>  ok can you help me find the lettuce <<TURN>>  nevermind <<TURN>>  can you help find a knife <<TURN>>  Just a moment <<TURN>>  Still looking <<TURN>>  you can use the search bar <<TURN>>  in progress check <<TURN>>  on the table behind the plant. <<TURN>>  Thank you! <<TURN>>  ok what do we do now <<TURN>>  One slice of tomato <<TURN>>  It is on a seat at the counter <<TURN>>  ok that is done <<TURN>>  cook a slice of potato <<TURN>>  the potato is on the counter next to a bowl <<TURN>>  Near where you sliced the tomato [/INST]","['Open Fridge', 'Pickup Lettuce', 'Place CounterTop', 'Open Drawer', 'Close Drawer', 'Open Drawer', 'Close Drawer', 'Open Drawer', 'Close Drawer', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Close Cabinet', 'Close Cabinet', 'Open Cabinet', 'Close Cabinet', 'Open Cabinet', 'Close Cabinet', 'Open Cabinet', 'Pickup ButterKnife', 'Place DiningTable', 'Pickup Knife', 'Slice Lettuce', 'Place CounterTop', 'Pickup Tomato', 'Place CounterTop', 'Pickup Knife', 'Slice Tomato', 'Place CounterTop', 'Pickup Potato']","['Pickup Tomato', 'Place CounterTop', 'Pickup Knife', 'Slice Lettuce', 'Slice Tomato', 'Place CounterTop', 'Pickup Potato', 'Place CounterTop', 'Pickup Knife', 'Slice Potato', 'Place CounterTop', 'Pickup PotatoSliced', 'Open Microwave', 'Place Microwave', 'Close Microwave', 'ToggleOn Microwave', 'ToggleOff Microwave', 'Open Microwave', 'Pickup']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  hello what is my task? <<TURN>>  we are to boil a potatoe <<TURN>>  Where is potato> <<TURN>>  it is in the fridge <<TURN>>  Will I need to remove potato once it is boiled? <<TURN>>  it just says we need to boil the potatoe in water <<TURN>>  try putting it in the pot with water <<TURN>>  It says it is too full or too small <<TURN>>  Should I slice it? Or try to boil it in microwave <<TURN>>  try pouring out the water in the pot <<TURN>>  no it should be whole potatoe <<TURN>>  now try place the potatoe inside <<TURN>>  still no <<TURN>>  move down [/INST]","['Open Fridge', 'Pickup Knife', 'Close Fridge', 'Place CounterTop', 'Pickup Bowl', 'Place CounterTop', 'Pickup SaltShaker', 'Place CounterTop', 'ToggleOff Faucet', 'Pickup Egg', 'Place CounterTop', 'Pickup Bowl', 'Place CounterTop', 'Open Fridge', 'Pickup Potato', 'Place CounterTop', 'Pickup Pan', 'Place CounterTop', 'Pickup Pot', 'Place StoveBurner', 'Pickup Potato', 'Place CounterTop', 'Pickup Pot', 'Pour ', 'Place StoveBurner', 'Pickup Potato', 'Place CounterTop', 'Pickup Bowl', 'Place CounterTop', 'Pickup Potato']","['Pickup Potato', 'Place DiningTable', 'Pickup Potato', 'Open Microwave', 'Place Microwave', 'Close Microwave', 'ToggleOn Microwave', 'ToggleOff Microwave', 'Open Microwave', 'Pickup Potato', 'Place DiningTable', 'Pickup Knife', 'Slice Potato', 'Place DiningTable', 'Pickup PotatoSliced', 'Place CounterTop', 'Close Microwave', 'Pickup PotatoSliced']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  hi, what should I do first? <<TURN>>  We need to serve 3 slices of lettuce on a plate <<TURN>>  Could you find lettuce first? <<TURN>>  yes, where do I place it? <<TURN>>  find knife <<TURN>>  Knife is near the lettuce <<TURN>>  Please turn back <<TURN>>  it's on opposite side <<TURN>>  can I slice it? <<TURN>>  yes <<TURN>>  what next? <<TURN>>  open the cabinet and find plate <<TURN>>  the cabinet is on the right of fridge <<TURN>>  open middle cabinet door on top <<TURN>>  Could you find it? <<TURN>>  I cant open the doors <<TURN>>  go right of fridge <<TURN>>  Open the cabinet exactly on top of lettuce <<TURN>>  Go close to the doors <<TURN>>  one step right <<TURN>>  I am trying to interact with the cabinet <<TURN>>  go close to the cabinet <<TURN>>  Place it somewhere <<TURN>>  Place it on middle <<TURN>>  i was only able to place it there <<TURN>>  No problem <<TURN>>  Place lettuces on plate [/INST]","['Pickup ButterKnife', 'Place CounterTop', 'Pickup ButterKnife', 'Slice Lettuce', 'Open Cabinet', 'Open Cabinet', 'Place CounterTop', 'Open Cabinet', 'Close Cabinet', 'Open Cabinet', 'Pickup Plate', 'Place CounterTop', 'Pickup LettuceSliced', 'Place Plate']","['Pickup Lettuce', 'Place CounterTop', 'Pickup Knife', 'Slice Lettuce', 'Place CounterTop', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Pickup Cup', 'Place Cabinet', 'Pickup Cup', 'Place Cabinet', 'Pick']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  Hi there! <<TURN>>  Hello. What is my first task, please? <<TURN>>  Today we are going to make a salad on a plate <<TURN>>  Sounds good <<TURN>>  the plate is in the cabinet at eye level to the right of the sink <<TURN>>  Okay, first we will need a slice of lettuce to put on the plate [/INST]","['Open Microwave', 'Pickup Tomato', 'Place CounterTop', 'Open Cabinet', 'Close Cabinet', 'Open Cabinet', 'Pickup Plate']","['Open Cabinet', 'Close Cabinet', 'Open Cabinet', 'Close Cabinet', 'Open Cabinet', 'Pickup SaltShaker', 'Place Cabinet', 'Pickup Plate', 'Place CounterTop', 'Pickup Lettuce', 'Place CounterTop', 'Pickup Knife', 'Slice Lettuce', 'Place CounterTop', 'Pickup LettuceSliced', 'Place Plate', 'Pickup LettuceSliced', 'Place Plate', 'Pickup Plate', 'Place C']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  Today we need to slice a potato <<TURN>>  what shall i do today <<TURN>>  The potato is to the left of the sink <<TURN>>  The knife appears to be on the chair in front of you <<TURN>>  On the other side of the counter <<TURN>>  what should i do next <<TURN>>  Next we need to clean a bowl <<TURN>>  The bowl is on the chait <<TURN>>  Next to where the knife was <<TURN>>  on the other side of the counter <<TURN>>  like before <<TURN>>  Can you place the bowl in the sink? <<TURN>>  Next to the water on in the sink <<TURN>>  turn on <<TURN>>  once the bowl is clean we need to cook the potato slices <<TURN>>  The stove is to your left <<TURN>>  We need 4 slices [/INST]","['Pickup Potato', 'Place Plate', 'Pickup Potato', 'Place CounterTop', 'Pickup Knife', 'Slice Potato', 'Place CounterTop', 'Pickup Bowl', 'Place CounterTop', 'Pickup Ladle', 'Place CounterTop', 'Pickup Egg', 'Place CounterTop', 'Pickup Spoon', 'Place CounterTop', 'Pickup Bowl', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Bowl', 'Pour ', 'Place CounterTop', 'Pickup PotatoSliced', 'Place Bowl']","['Pickup Potato', 'Place CounterTop', 'Pickup Knife', 'Slice Potato', 'Place CounterTop', 'Pickup Bowl', 'Place CounterTop', 'Pickup PotatoSliced', 'Place CounterTop', 'Pickup Bowl', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Bowl', 'Pour ', 'Place CounterTop', 'Pickup PotatoSliced', 'Place Bowl', 'Pickup PotatoSliced', 'Place']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  Hi, how can I help today? <<TURN>>  please put the bread in the fridge <<TURN>>  Where can I find the bread? <<TURN>>  I'm looking for you <<TURN>>  Please look in the cabinet to the left of the stove <<TURN>>  Sure thing <<TURN>>  The bread is in the fridge <<TURN>>  please look above the fridge for the next loaf [/INST]","['Open Cabinet', 'Close Cabinet', 'Open Cabinet', 'Pickup Bread', 'Close Cabinet', 'Open Fridge', 'Place Fridge', 'Close Fridge', 'Open Cabinet', 'Open Cabinet', 'Pickup Bread', 'Open Fridge', 'Place Fridge']","['Open Fridge', 'Pickup Bread', 'Place Fridge', 'Close Fridge', 'Open Cabinet', 'Open Cabinet', 'Pickup Bread', 'Place CounterTop', 'Pickup Knife', 'Place CounterTop', 'Pickup Bread', 'Place CounterTop', 'Pickup Bread', 'Place Cabinet', 'Pickup Bread', 'Place Cabinet', 'Pickup Bread', 'Place DiningTable', 'Pickup Bread', 'Place DiningTable', 'Pickup Bread', 'Place D']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  I need help <<TURN>>  Hi how can I help today <<TURN>>  I need you to make me a salad, with one slice of lettuce and two slices of tomato <<TURN>>  where is the salad? <<TURN>>  Do you mean lettuce? <<TURN>>  yes <<TURN>>  It should be in the cupboard under the sink [/INST]","['Open Fridge', 'Pickup Knife', 'Close Fridge', 'Place CounterTop', 'Open Cabinet', 'Close Cabinet', 'Open Cabinet', 'Pickup Lettuce', 'Close Cabinet', 'Place CounterTop', 'Pickup Knife', 'Slice Lettuce']","['Pickup ButterKnife', 'Place CounterTop', 'Open Fridge', 'Close Fridge', 'Open Cabinet', 'Pickup Lettuce', 'Place CounterTop', 'Open Cabinet', 'Open Cabinet', 'Pickup Tomato', 'Place CounterTop', 'Pickup Knife', 'Slice Tomato', 'Slice Lettuce', 'Slice Potato', 'Place CounterTop', 'Pickup PotatoSliced', 'Place Pan', 'ToggleOn StoveKnob']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  Hello! What can I do for you today? <<TURN>>  make a slice of tomato <<TURN>>  Thank you. <<TURN>>  its on the white table <<TURN>>  then clean plate <<TURN>>  Does it state where the knife is? <<TURN>>  beside the cooker near the bread <<TURN>>  found it, thank you. <<TURN>>  there is that blue plate near the sink <<TURN>>  rinse it with water [/INST]","['Pickup Knife', 'Slice Tomato', 'Place DiningTable', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CounterTop', 'Pickup Plate', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Plate']","['Pickup Knife', 'Slice Tomato', 'Place DiningTable', 'Pickup Plate', 'Place CounterTop', 'ToggleOff Faucet', 'Pickup Spoon', 'Place CounterTop', 'Pickup Plate', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Plate', 'Place DiningTable', 'Pickup TomatoSliced', 'Place Plate', 'Pickup TomatoSliced', 'Place Plate', 'Pickup']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  how can i help? <<TURN>>  Hello, could you place all the fruit onto the dining table <<TURN>>  There is some fruit on the chair by the table <<TURN>>  another on the stove <<TURN>>  some in the microwave [/INST]","['Pickup Tomato', 'Place DiningTable', 'Pickup Tomato', 'Place DiningTable', 'Pickup Apple', 'Place DiningTable']","['Pickup Apple', 'Place DiningTable', 'Pickup Lettuce', 'Place DiningTable', 'Open Microwave', 'Pickup Apple', 'Place DiningTable', 'Pickup Apple', 'Place DiningTable', 'Pickup Apple', 'Place DiningTable', 'Pickup Apple', 'Place DiningTable', 'Pickup Lettuce', 'Place DiningTable', 'Pickup Tomato', 'Place DiningTable', 'Open Fridge', 'Pickup Tomato', 'Close Fridge', 'Place DiningTable']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  What should I do today? <<TURN>>  hi <<TURN>>  we need to slice 3 pieces of lettuce <<TURN>>  grab a knife <<TURN>>  knife is left to fridge <<TURN>>  can you help me find the knife? <<TURN>>  okay, what is the next task? <<TURN>>  place the lettuce on a clean plate. <<TURN>>  plate is left to fridge <<TURN>>  thanks <<TURN>>  place 3 slices of lettuce on the plate <<TURN>>  hmm i can only fit 2 pieces <<TURN>>  is there another head of lettuce? <<TURN>>  place the slice <<TURN>>  head is not necesary <<TURN>>  i can only fit 2 slices of lettuce [/INST]","['Pickup Fork', 'Place CounterTop', 'Pickup ButterKnife', 'Slice Lettuce', 'Place CounterTop', 'Open Cabinet', 'Open Cabinet', 'Close Cabinet', 'Pickup PaperTowelRoll', 'Place CounterTop', 'Pickup Plate', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Plate', 'Place CounterTop', 'Pickup LettuceSliced', 'Place CounterTop', 'Pickup LettuceSliced', 'Place CounterTop', 'Pickup LettuceSliced', 'Place Plate', 'Pickup LettuceSliced', 'Close Cabinet', 'Place CounterTop', 'Pickup LettuceSliced', 'Place Plate', 'Pickup LettuceSliced', 'Place CounterTop', 'Pickup LettuceSliced', 'Place CounterTop', 'Pickup ButterKnife', 'Place CounterTop', 'Pickup LettuceSliced', 'Place CounterTop', 'Pickup LettuceSliced']","['Pickup Knife', 'Slice Lettuce', 'Place CounterTop', 'Pickup LettuceSliced', 'Place CounterTop', 'Pickup LettuceSliced', 'Place Plate', 'Pickup LettuceSliced', 'Place Plate', 'Pickup LettuceSliced', 'Place CounterTop', 'Pickup LettuceSliced', 'Place Plate', 'Pickup Plate', 'Place CounterTop', 'Pickup LettuceSlic']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  put pepper shakers in the cabinet <<TURN>>  first shaker in the microwave <<TURN>>  are you there? <<TURN>>  yes <<TURN>>  follow my diections <<TURN>>  place shaker in the cabinet next to the microwave <<TURN>>  pepper <<TURN>>  next <<TURN>>  the other one is on the table <<TURN>>  done <<TURN>>  wrong <<TURN>>  go to the table <<TURN>>  and grab the shaker off of it [/INST]","['Open Microwave', 'Pickup PepperShaker', 'Close Microwave', 'Open Cabinet', 'Place Cabinet', 'Pickup SaltShaker', 'Place Cabinet', 'Pickup PepperShaker']","['Open Microwave', 'Pickup PepperShaker', 'Close Microwave', 'Open Cabinet', 'Open Cabinet', 'Place Cabinet', 'Pickup PepperShaker', 'Place CounterTop', 'Pickup Knife', 'Place CounterTop', 'Pickup PepperShaker', 'Place Cabinet', 'Pickup PepperShaker', 'Place Cabinet', 'Pickup PepperShaker', 'Place CounterTop', 'Pickup PepperShaker', 'Place CounterTop', 'Pickup Pe']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  lets make a salade <<TURN>>  first we cut some lettuce <<TURN>>  where is it? <<TURN>>  the knife is in the sink <<TURN>>  lettuce is in the fridge <<TURN>>  it is sliced <<TURN>>  we need the potato sliced as well <<TURN>>  done <<TURN>>  cook 2 slices of the potato please [/INST]","['Open Fridge', 'Pickup Knife', 'Slice Lettuce', 'Slice Potato', 'Place CounterTop', 'Pickup PotatoSliced']","['ToggleOff Faucet', 'Pickup Knife', 'Place CounterTop', 'Open Fridge', 'Close Fridge', 'Pickup Lettuce', 'Place CounterTop', 'Pickup Knife', 'Slice Lettuce', 'Place CounterTop', 'Pickup Potato', 'Place CounterTop', 'Pickup Knife', 'Slice Potato', 'Place CounterTop', 'Pickup PotatoSliced', 'Open Microwave', 'Place Microwave', 'Close Microwave']"
